,year,driver,team,track,FP2 fastest lap,FP2 tyre life,FP3 fastest lap,FP3 tyre life,theoretical fastest lap,qualifying time
0,2019,STR,Racing Point,Abu Dhabi Grand Prix,97.985,3.0,98.462,2.0,98.462,97.103
0,2019,KVY,Toro Rosso,Abu Dhabi Grand Prix,97.651,2.0,97.963,4.0,97.963,97.141
0,2019,MAG,Haas F1 Team,Abu Dhabi Grand Prix,98.08,2.0,98.198,2.0,98.198,97.254
0,2019,GRO,Haas F1 Team,Abu Dhabi Grand Prix,97.601,2.0,97.768,2.0,97.768,98.051
0,2019,GIO,Alfa Romeo Racing,Abu Dhabi Grand Prix,98.464,2.0,98.782,2.0,98.782,98.114
0,2019,RAI,Alfa Romeo Racing,Abu Dhabi Grand Prix,98.415,2.0,98.514,3.0,98.514,98.383
0,2019,RUS,Williams,Abu Dhabi Grand Prix,99.512,2.0,99.206,2.0,99.206,98.717
0,2019,KUB,Williams,Abu Dhabi Grand Prix,100.455,6.0,99.859,2.0,99.859,99.236
0,2020,BOT,Mercedes,Austrian Grand Prix,64.501,2.0,64.277,2.0,64.277,62.939
0,2020,HAM,Mercedes,Austrian Grand Prix,64.304,2.0,64.13,2.0,64.13,62.951
0,2020,VER,Red Bull Racing,Austrian Grand Prix,65.215,2.0,64.413,2.0,64.413,63.477
0,2020,NOR,McLaren,Austrian Grand Prix,65.087,2.0,64.95,2.0,64.95,63.626
0,2020,ALB,Red Bull Racing,Austrian Grand Prix,65.453,6.0,64.725,2.0,64.725,63.868
0,2020,PER,Racing Point,Austrian Grand Prix,64.945,2.0,64.605,2.0,64.605,63.868
0,2020,LEC,Ferrari,Austrian Grand Prix,65.298,3.0,64.703,2.0,64.703,63.923
0,2020,SAI,McLaren,Austrian Grand Prix,65.352,2.0,65.177,2.0,65.177,63.971
0,2020,STR,Racing Point,Austrian Grand Prix,65.135,4.0,64.918,2.0,64.918,64.029
0,2020,RIC,Renault,Austrian Grand Prix,64.972,2.0,65.088,2.0,65.088,64.239
0,2020,VET,Ferrari,Austrian Grand Prix,64.961,2.0,64.851,2.0,64.851,64.206
0,2020,GAS,AlphaTauri,Austrian Grand Prix,66.016,10.0,64.949,2.0,64.949,64.305
0,2020,KVY,AlphaTauri,Austrian Grand Prix,65.443,4.0,65.29,4.0,65.29,64.431
0,2020,OCO,Renault,Austrian Grand Prix,65.415,2.0,65.037,2.0,65.037,64.643
0,2020,GRO,Haas F1 Team,Austrian Grand Prix,65.908,6.0,65.363,2.0,65.363,64.691
0,2020,MAG,Haas F1 Team,Austrian Grand Prix,65.678,5.0,65.648,2.0,65.648,65.164
0,2020,RUS,Williams,Austrian Grand Prix,66.125,4.0,65.565,4.0,65.565,65.167
0,2020,GIO,Alfa Romeo Racing,Austrian Grand Prix,65.608,4.0,65.654,2.0,65.654,65.175
0,2020,RAI,Alfa Romeo Racing,Austrian Grand Prix,66.278,4.0,65.773,2.0,65.773,65.224
0,2020,LAT,Williams,Austrian Grand Prix,67.124,8.0,67.049,4.0,67.049,65.757
0,2020,BOT,Mercedes,Hungarian Grand Prix,100.736,2.0,75.437,2.0,75.437,73.554
0,2020,STR,Racing Point,Hungarian Grand Prix,102.38,3.0,76.033,2.0,76.033,74.377
0,2020,PER,Racing Point,Hungarian Grand Prix,102.47,3.0,75.598,2.0,75.598,74.545
0,2020,VET,Ferrari,Hungarian Grand Prix,100.464,5.0,76.351,2.0,76.351,74.774
0,2020,LEC,Ferrari,Hungarian Grand Prix,103.725,3.0,75.781,2.0,75.781,74.817
0,2020,VER,Red Bull Racing,Hungarian Grand Prix,102.82,2.0,76.084,2.0,76.084,74.849
0,2020,NOR,McLaren,Hungarian Grand Prix,106.0,2.0,76.193,3.0,76.193,74.966
0,2020,SAI,McLaren,Hungarian Grand Prix,101.784,2.0,76.545,2.0,76.545,75.027
0,2020,GAS,AlphaTauri,Hungarian Grand Prix,102.588,5.0,76.453,2.0,76.453,75.508
0,2020,KVY,AlphaTauri,Hungarian Grand Prix,107.422,3.0,77.292,2.0,77.292,76.204
0,2020,GRO,Haas F1 Team,Hungarian Grand Prix,103.335,4.0,76.866,2.0,76.866,76.407
0,2020,GIO,Alfa Romeo Racing,Hungarian Grand Prix,104.411,4.0,77.496,2.0,77.496,76.506
0,2020,RAI,Alfa Romeo Racing,Hungarian Grand Prix,103.471,11.0,77.527,2.0,77.527,76.614
0,2020,HAM,None,British Grand Prix,87.581,2.0,86.011,7.0,86.011,84.303
0,2020,BOT,None,British Grand Prix,87.431,2.0,85.873,3.0,85.873,84.616
0,2020,VER,None,British Grand Prix,88.39,2.0,86.173,2.0,86.173,85.325
0,2020,LEC,None,British Grand Prix,87.57,2.0,86.771,3.0,86.771,85.427
0,2020,NOR,None,British Grand Prix,88.169,4.0,86.798,2.0,86.798,85.782
0,2020,STR,None,British Grand Prix,87.274,2.0,86.576,3.0,86.576,85.839
0,2020,SAI,None,British Grand Prix,87.82,2.0,86.664,2.0,86.664,85.965
0,2020,RIC,None,British Grand Prix,88.112,3.0,86.841,2.0,86.841,86.009
0,2020,OCO,None,British Grand Prix,88.219,2.0,87.158,2.0,87.158,86.209
0,2020,VET,None,British Grand Prix,88.86,2.0,87.251,2.0,87.251,86.339
0,2020,GAS,None,British Grand Prix,87.997,2.0,87.046,2.0,87.046,86.501
0,2020,ALB,None,British Grand Prix,87.364,2.0,87.178,2.0,87.178,86.545
0,2020,HUL,Racing Point,British Grand Prix,87.91,2.0,86.872,3.0,86.872,86.566
0,2020,KVY,None,British Grand Prix,88.426,4.0,87.076,6.0,87.076,86.744
0,2020,RUS,None,British Grand Prix,88.771,2.0,87.738,4.0,87.738,87.092
0,2020,MAG,None,British Grand Prix,88.898,2.0,87.86,2.0,87.86,87.158
0,2020,GIO,None,British Grand Prix,88.256,2.0,87.825,6.0,87.825,87.164
0,2020,RAI,None,British Grand Prix,88.159,2.0,87.976,5.0,87.976,87.366
0,2020,GRO,None,British Grand Prix,88.564,2.0,87.537,4.0,87.537,87.643
0,2020,LAT,None,British Grand Prix,89.958,2.0,88.112,5.0,88.112,87.705
0,2020,BOT,Mercedes,70th Anniversary Grand Prix,85.782,2.0,86.784,2.0,86.784,85.154
0,2020,HAM,Mercedes,70th Anniversary Grand Prix,85.606,2.0,86.621,2.0,86.621,85.217
0,2020,HUL,Racing Point,70th Anniversary Grand Prix,86.746,2.0,87.256,3.0,87.256,86.082
0,2020,VER,Red Bull Racing,70th Anniversary Grand Prix,86.437,2.0,87.455,4.0,87.455,86.176
0,2020,RIC,Renault,70th Anniversary Grand Prix,86.421,2.0,87.815,4.0,87.815,86.297
0,2020,STR,Racing Point,70th Anniversary Grand Prix,86.501,2.0,87.263,3.0,87.263,86.428
0,2020,GAS,AlphaTauri,70th Anniversary Grand Prix,87.128,2.0,87.659,2.0,87.659,86.534
0,2020,LEC,Ferrari,70th Anniversary Grand Prix,86.812,2.0,87.328,2.0,87.328,86.614
0,2020,ALB,Red Bull Racing,70th Anniversary Grand Prix,86.96,5.0,87.474,2.0,87.474,86.669
0,2020,NOR,McLaren,70th Anniversary Grand Prix,86.867,3.0,87.202,2.0,87.202,86.778
0,2020,OCO,Renault,70th Anniversary Grand Prix,86.928,2.0,87.496,2.0,87.496,87.011
0,2020,VET,Ferrari,70th Anniversary Grand Prix,87.198,2.0,87.811,2.0,87.811,87.078
0,2020,SAI,McLaren,70th Anniversary Grand Prix,86.918,2.0,87.627,2.0,87.627,87.083
0,2020,GRO,Haas F1 Team,70th Anniversary Grand Prix,87.294,2.0,88.076,2.0,88.076,87.254
0,2020,RUS,Williams,70th Anniversary Grand Prix,87.32,5.0,88.349,2.0,88.349,87.455
0,2020,KVY,AlphaTauri,70th Anniversary Grand Prix,87.002,2.0,87.754,2.0,87.754,87.882
0,2020,MAG,Haas F1 Team,70th Anniversary Grand Prix,87.582,2.0,88.763,4.0,88.763,88.236
0,2020,LAT,Williams,70th Anniversary Grand Prix,87.683,6.0,88.125,2.0,88.125,88.43
0,2020,GIO,Alfa Romeo Racing,70th Anniversary Grand Prix,87.955,2.0,88.468,2.0,88.468,88.433
0,2020,RAI,Alfa Romeo Racing,70th Anniversary Grand Prix,87.535,2.0,88.538,2.0,88.538,88.493
0,2020,HAM,Mercedes,Spanish Grand Prix,76.883,2.0,77.222,2.0,77.222,75.584
0,2020,BOT,Mercedes,Spanish Grand Prix,77.17,2.0,77.373,2.0,77.373,75.643
0,2020,VER,Red Bull Racing,Spanish Grand Prix,77.704,2.0,77.737,2.0,77.737,76.292
0,2020,PER,Racing Point,Spanish Grand Prix,78.293,2.0,78.096,2.0,78.096,76.482
0,2020,STR,Racing Point,Spanish Grand Prix,78.357,2.0,78.309,2.0,78.309,76.589
0,2020,ALB,Red Bull Racing,Spanish Grand Prix,78.491,2.0,78.371,2.0,78.371,77.029
0,2020,SAI,McLaren,Spanish Grand Prix,78.214,2.0,78.046,2.0,78.046,77.044
0,2020,NOR,McLaren,Spanish Grand Prix,78.506,2.0,78.803,5.0,78.803,77.084
0,2020,LEC,Ferrari,Spanish Grand Prix,78.147,2.0,78.193,2.0,78.193,77.087
0,2020,GAS,AlphaTauri,Spanish Grand Prix,78.312,2.0,78.211,2.0,78.211,77.136
0,2020,VET,Ferrari,Spanish Grand Prix,78.404,2.0,78.707,2.0,78.707,77.168
0,2020,KVY,AlphaTauri,Spanish Grand Prix,78.642,2.0,78.852,2.0,78.852,77.192
0,2020,RIC,Renault,Spanish Grand Prix,77.868,2.0,78.384,2.0,78.384,77.198
0,2020,RAI,Alfa Romeo Racing,Spanish Grand Prix,78.9,2.0,78.721,2.0,78.721,77.386
0,2020,OCO,Renault,Spanish Grand Prix,78.303,2.0,78.602,2.0,78.602,77.567
0,2020,MAG,Haas F1 Team,Spanish Grand Prix,78.761,2.0,78.94,2.0,78.94,77.908
0,2020,GRO,Haas F1 Team,Spanish Grand Prix,78.133,2.0,78.71,2.0,78.71,78.089
0,2020,RUS,Williams,Spanish Grand Prix,79.391,7.0,79.297,2.0,79.297,78.099
0,2020,LAT,Williams,Spanish Grand Prix,79.155,2.0,79.764,5.0,79.764,78.532
0,2020,GIO,Alfa Romeo Racing,Spanish Grand Prix,78.964,2.0,79.175,2.0,79.175,78.697
0,2020,HAM,Mercedes,Belgian Grand Prix,103.84,2.0,103.255,2.0,103.255,101.252
0,2020,BOT,Mercedes,Belgian Grand Prix,104.162,2.0,103.813,2.0,103.813,101.763
0,2020,VER,Red Bull Racing,Belgian Grand Prix,103.744,2.0,103.896,2.0,103.896,101.778
0,2020,RIC,Renault,Belgian Grand Prix,103.792,2.0,103.973,2.0,103.973,102.061
0,2020,ALB,Red Bull Racing,Belgian Grand Prix,104.134,2.0,103.731,2.0,103.731,102.264
0,2020,OCO,Renault,Belgian Grand Prix,104.208,2.0,103.485,2.0,103.485,102.396
0,2020,SAI,McLaren,Belgian Grand Prix,104.474,2.0,104.006,2.0,104.006,102.438
0,2020,PER,Racing Point,Belgian Grand Prix,104.137,2.0,104.18,2.0,104.18,102.532
0,2020,STR,Racing Point,Belgian Grand Prix,104.678,2.0,103.988,2.0,103.988,102.603
0,2020,NOR,McLaren,Belgian Grand Prix,104.168,2.0,103.641,2.0,103.641,102.657
0,2020,KVY,AlphaTauri,Belgian Grand Prix,104.826,2.0,104.543,4.0,104.543,102.73
0,2020,GAS,AlphaTauri,Belgian Grand Prix,104.6,2.0,104.508,2.0,104.508,102.745
0,2020,LEC,Ferrari,Belgian Grand Prix,105.44,2.0,105.147,3.0,105.147,102.996
0,2020,VET,Ferrari,Belgian Grand Prix,105.683,2.0,105.42,4.0,105.42,103.261
0,2020,RUS,Williams,Belgian Grand Prix,105.463,2.0,105.157,3.0,105.157,103.468
0,2020,RAI,Alfa Romeo Racing,Belgian Grand Prix,104.896,2.0,104.932,2.0,104.932,103.743
0,2020,GRO,Haas F1 Team,Belgian Grand Prix,105.834,2.0,104.844,2.0,104.844,103.838
0,2020,GIO,Alfa Romeo Racing,Belgian Grand Prix,104.861,2.0,105.19,2.0,105.19,103.95
0,2020,LAT,Williams,Belgian Grand Prix,105.774,2.0,104.771,2.0,104.771,104.138
0,2020,MAG,Haas F1 Team,Belgian Grand Prix,106.242,2.0,104.841,3.0,104.841,104.314
0,2020,HAM,Mercedes,Italian Grand Prix,80.192,2.0,80.439,3.0,80.439,78.887
0,2020,BOT,Mercedes,Italian Grand Prix,80.454,2.0,80.089,2.0,80.089,78.956
0,2020,SAI,McLaren,Italian Grand Prix,81.313,2.0,80.318,3.0,80.318,79.695
0,2020,PER,Racing Point,Italian Grand Prix,81.594,2.0,80.897,5.0,80.897,79.72
0,2020,VER,Red Bull Racing,Italian Grand Prix,81.228,2.0,80.456,6.0,80.456,79.795
0,2020,NOR,McLaren,Italian Grand Prix,81.089,2.0,80.412,2.0,80.412,79.82
0,2020,RIC,Renault,Italian Grand Prix,82.08,2.0,80.419,2.0,80.419,79.864
0,2020,STR,Racing Point,Italian Grand Prix,81.389,4.0,80.804,2.0,80.804,80.049
0,2020,ALB,Red Bull Racing,Italian Grand Prix,81.883,6.0,80.563,2.0,80.563,80.09
0,2020,GAS,AlphaTauri,Italian Grand Prix,81.121,4.0,80.936,2.0,80.936,80.177
0,2020,KVY,AlphaTauri,Italian Grand Prix,81.376,4.0,80.953,2.0,80.953,80.169
0,2020,OCO,Renault,Italian Grand Prix,81.697,3.0,80.693,2.0,80.693,80.234
0,2020,LEC,Ferrari,Italian Grand Prix,81.503,2.0,80.917,2.0,80.917,80.273
0,2020,RAI,Alfa Romeo Racing,Italian Grand Prix,82.147,2.0,81.459,4.0,81.459,80.926
0,2020,MAG,Haas F1 Team,Italian Grand Prix,82.088,2.0,81.436,2.0,81.436,81.573
0,2020,GRO,Haas F1 Team,Italian Grand Prix,82.254,7.0,81.205,2.0,81.205,81.139
0,2020,VET,Ferrari,Italian Grand Prix,81.733,2.0,81.263,2.0,81.263,81.151
0,2020,GIO,Alfa Romeo Racing,Italian Grand Prix,81.786,2.0,82.09,4.0,82.09,81.206
0,2020,RUS,Williams,Italian Grand Prix,82.927,2.0,81.677,2.0,81.677,81.587
0,2020,LAT,Williams,Italian Grand Prix,82.825,4.0,81.764,2.0,81.764,81.717
0,2020,HAM,Mercedes,Tuscan Grand Prix,77.196,2.0,76.613,2.0,76.613,75.144
0,2020,BOT,Mercedes,Tuscan Grand Prix,76.989,2.0,76.53,2.0,76.53,75.203
0,2020,VER,Red Bull Racing,Tuscan Grand Prix,77.235,2.0,76.547,2.0,76.547,75.509
0,2020,ALB,Red Bull Racing,Tuscan Grand Prix,77.971,2.0,77.538,2.0,77.538,75.954
0,2020,LEC,Ferrari,Tuscan Grand Prix,78.4,2.0,77.488,2.0,77.488,76.27
0,2020,PER,Racing Point,Tuscan Grand Prix,78.198,2.0,77.341,2.0,77.341,76.311
0,2020,STR,Racing Point,Tuscan Grand Prix,78.462,2.0,77.112,2.0,77.112,76.356
0,2020,RIC,Renault,Tuscan Grand Prix,78.039,2.0,78.142,4.0,78.142,76.543
0,2020,SAI,McLaren,Tuscan Grand Prix,78.651,2.0,77.768,2.0,77.768,77.87
0,2020,OCO,Renault,Tuscan Grand Prix,78.115,2.0,77.746,2.0,77.746,76.297
0,2020,NOR,McLaren,Tuscan Grand Prix,78.658,2.0,78.826,7.0,78.826,76.64
0,2020,KVY,AlphaTauri,Tuscan Grand Prix,78.736,2.0,77.627,3.0,77.627,76.854
0,2020,RAI,Alfa Romeo Racing,Tuscan Grand Prix,78.385,2.0,77.843,2.0,77.843,76.854
0,2020,VET,Ferrari,Tuscan Grand Prix,78.498,2.0,78.186,2.0,78.186,76.858
0,2020,GRO,Haas F1 Team,Tuscan Grand Prix,79.257,2.0,77.635,2.0,77.635,77.254
0,2020,GAS,AlphaTauri,Tuscan Grand Prix,78.244,2.0,77.226,2.0,77.226,77.125
0,2020,GIO,Alfa Romeo Racing,Tuscan Grand Prix,78.944,2.0,77.812,2.0,77.812,77.22
0,2020,LAT,Williams,Tuscan Grand Prix,78.983,3.0,78.072,2.0,78.072,77.32
0,2020,MAG,Haas F1 Team,Tuscan Grand Prix,79.113,2.0,78.039,2.0,78.039,77.348
0,2020,HAM,Mercedes,Russian Grand Prix,93.786,2.0,93.279,2.0,93.279,91.304
0,2020,VER,Red Bull Racing,Russian Grand Prix,95.048,2.0,94.306,2.0,94.306,91.867
0,2020,BOT,Mercedes,Russian Grand Prix,93.519,6.0,94.055,2.0,94.055,91.956
0,2020,PER,Racing Point,Russian Grand Prix,94.89,2.0,94.252,2.0,94.252,92.317
0,2020,RIC,Renault,Russian Grand Prix,94.577,2.0,94.787,2.0,94.787,92.364
0,2020,SAI,McLaren,Russian Grand Prix,94.723,2.0,94.096,2.0,94.096,92.55
0,2020,OCO,Renault,Russian Grand Prix,95.139,2.0,94.239,2.0,94.239,92.624
0,2020,NOR,McLaren,Russian Grand Prix,94.847,2.0,95.981,2.0,95.981,92.847
0,2020,GAS,AlphaTauri,Russian Grand Prix,95.21,5.0,94.792,4.0,94.792,93.0
0,2020,ALB,Red Bull Racing,Russian Grand Prix,95.242,4.0,95.603,5.0,95.603,93.008
0,2020,LEC,Ferrari,Russian Grand Prix,95.052,2.0,94.806,2.0,94.806,93.239
0,2020,KVY,AlphaTauri,Russian Grand Prix,95.461,4.0,94.768,2.0,94.768,93.249
0,2020,STR,Racing Point,Russian Grand Prix,95.627,2.0,94.732,2.0,94.732,93.364
0,2020,RUS,Williams,Russian Grand Prix,95.575,2.0,94.979,2.0,94.979,93.583
0,2020,VET,Ferrari,Russian Grand Prix,95.183,2.0,94.594,2.0,94.594,93.609
0,2020,GRO,Haas F1 Team,Russian Grand Prix,96.858,4.0,95.257,2.0,95.257,94.592
0,2020,GIO,Alfa Romeo Racing,Russian Grand Prix,96.053,2.0,95.59,2.0,95.59,94.594
0,2020,MAG,Haas F1 Team,Russian Grand Prix,95.729,4.0,95.451,2.0,95.451,94.681
0,2020,LAT,Williams,Russian Grand Prix,95.563,2.0,95.292,2.0,95.292,95.066
0,2020,RAI,Alfa Romeo Racing,Russian Grand Prix,95.516,2.0,95.599,2.0,95.599,95.267
0,2020,BOT,Mercedes,Eifel Grand Prix,86.225,2.0,86.225,2.0,86.225,85.269
0,2020,HAM,Mercedes,Eifel Grand Prix,86.361,4.0,86.361,4.0,86.361,85.525
0,2020,VER,Red Bull Racing,Eifel Grand Prix,86.896,2.0,86.896,2.0,86.896,85.562
0,2020,LEC,Ferrari,Eifel Grand Prix,86.681,2.0,86.681,2.0,86.681,86.035
0,2020,ALB,Red Bull Racing,Eifel Grand Prix,87.449,2.0,87.449,2.0,87.449,86.047
0,2020,RIC,Renault,Eifel Grand Prix,87.392,2.0,87.392,2.0,87.392,86.223
0,2020,OCO,Renault,Eifel Grand Prix,87.634,2.0,87.634,2.0,87.634,86.242
0,2020,NOR,McLaren,Eifel Grand Prix,87.167,2.0,87.167,2.0,87.167,86.458
0,2020,PER,Racing Point,Eifel Grand Prix,87.245,2.0,87.245,2.0,87.245,86.704
0,2020,SAI,McLaren,Eifel Grand Prix,87.924,2.0,87.924,2.0,87.924,86.709
0,2020,VET,Ferrari,Eifel Grand Prix,87.038,2.0,87.038,2.0,87.038,86.738
0,2020,GAS,AlphaTauri,Eifel Grand Prix,87.528,4.0,87.528,4.0,87.528,86.776
0,2020,KVY,AlphaTauri,Eifel Grand Prix,87.795,4.0,87.795,4.0,87.795,86.848
0,2020,GIO,Alfa Romeo Racing,Eifel Grand Prix,88.37,4.0,88.37,4.0,88.37,86.936
0,2020,MAG,Haas F1 Team,Eifel Grand Prix,88.293,2.0,88.293,2.0,88.293,87.125
0,2020,GRO,Haas F1 Team,Eifel Grand Prix,88.115,6.0,88.115,6.0,88.115,87.552
0,2020,RUS,Williams,Eifel Grand Prix,88.343,2.0,88.343,2.0,88.343,87.564
0,2020,LAT,Williams,Eifel Grand Prix,88.941,4.0,88.941,4.0,88.941,87.812
0,2020,RAI,Alfa Romeo Racing,Eifel Grand Prix,87.956,2.0,87.956,2.0,87.956,87.817
0,2020,HAM,Mercedes,Portuguese Grand Prix,79.308,6.0,76.68,7.0,76.68,76.652
0,2020,BOT,Mercedes,Portuguese Grand Prix,77.94,2.0,76.654,5.0,76.654,76.754
0,2020,VER,Red Bull Racing,Portuguese Grand Prix,78.535,5.0,76.812,9.0,76.812,76.904
0,2020,LEC,Ferrari,Portuguese Grand Prix,78.838,5.0,77.229,9.0,77.229,77.09
0,2020,PER,Racing Point,Portuguese Grand Prix,79.901,2.0,77.297,9.0,77.297,77.223
0,2020,ALB,Red Bull Racing,Portuguese Grand Prix,79.643,8.0,77.117,7.0,77.117,77.437
0,2020,SAI,McLaren,Portuguese Grand Prix,79.113,5.0,77.238,5.0,77.238,77.52
0,2020,NOR,McLaren,Portuguese Grand Prix,78.743,9.0,77.478,6.0,77.478,77.525
0,2020,GAS,AlphaTauri,Portuguese Grand Prix,79.178,6.0,76.93,7.0,76.93,77.803
0,2020,RIC,Renault,Portuguese Grand Prix,79.987,7.0,77.935,5.0,77.935,77.481
0,2020,OCO,Renault,Portuguese Grand Prix,79.496,7.0,77.666,9.0,77.666,77.614
0,2020,STR,Racing Point,Portuguese Grand Prix,80.983,4.0,78.1,2.0,78.1,77.626
0,2020,KVY,AlphaTauri,Portuguese Grand Prix,80.729,7.0,77.72,4.0,77.72,77.728
0,2020,RUS,Williams,Portuguese Grand Prix,79.821,4.0,78.032,6.0,78.032,77.788
0,2020,VET,Ferrari,Portuguese Grand Prix,79.175,5.0,77.685,6.0,77.685,77.919
0,2020,RAI,Alfa Romeo Racing,Portuguese Grand Prix,80.49,5.0,77.922,11.0,77.922,78.201
0,2020,GIO,Alfa Romeo Racing,Portuguese Grand Prix,81.396,2.0,78.201,3.0,78.201,78.323
0,2020,GRO,Haas F1 Team,Portuguese Grand Prix,80.867,2.0,78.454,2.0,78.454,78.364
0,2020,MAG,Haas F1 Team,Portuguese Grand Prix,80.68,2.0,78.287,6.0,78.287,78.508
0,2020,LAT,Williams,Portuguese Grand Prix,80.465,4.0,78.397,4.0,78.397,78.777
0,2020,STR,Racing Point,Turkish Grand Prix,90.297,6.0,116.824,2.0,116.824,107.765
0,2020,VER,Red Bull Racing,Turkish Grand Prix,88.33,9.0,108.485,3.0,108.485,108.055
0,2020,PER,Racing Point,Turkish Grand Prix,91.104,10.0,115.577,2.0,115.577,109.321
0,2020,ALB,Red Bull Racing,Turkish Grand Prix,89.363,8.0,110.059,4.0,110.059,110.448
0,2020,RIC,Renault,Turkish Grand Prix,91.66,21.0,118.475,2.0,118.475,111.595
0,2020,OCO,Renault,Turkish Grand Prix,91.38,20.0,113.897,2.0,113.897,112.622
0,2020,RAI,Alfa Romeo Racing,Turkish Grand Prix,91.932,13.0,126.351,2.0,126.351,112.745
0,2020,BOT,Mercedes,Turkish Grand Prix,88.905,9.0,115.666,2.0,115.666,113.258
0,2020,GIO,Alfa Romeo Racing,Turkish Grand Prix,91.493,11.0,122.325,4.0,122.325,117.226
0,2020,NOR,McLaren,Turkish Grand Prix,90.907,3.0,113.995,2.0,113.995,114.945
0,2020,VET,Ferrari,Turkish Grand Prix,90.022,11.0,114.49,3.0,114.49,115.169
0,2020,SAI,McLaren,Turkish Grand Prix,91.498,8.0,119.548,2.0,119.548,115.41
0,2020,LEC,Ferrari,Turkish Grand Prix,88.731,14.0,109.43,4.0,109.43,116.696
0,2020,GAS,AlphaTauri,Turkish Grand Prix,89.944,9.0,122.473,3.0,122.473,118.556
0,2020,MAG,Haas F1 Team,Turkish Grand Prix,92.807,10.0,115.878,3.0,115.878,128.007
0,2020,KVY,AlphaTauri,Turkish Grand Prix,89.689,11.0,129.368,4.0,129.368,129.07
0,2020,GRO,Haas F1 Team,Turkish Grand Prix,92.57,10.0,124.748,2.0,124.748,132.909
0,2020,HAM,Mercedes,Bahrain Grand Prix,88.971,2.0,88.618,2.0,88.618,87.264
0,2020,BOT,Mercedes,Bahrain Grand Prix,89.336,2.0,88.721,2.0,88.721,87.553
0,2020,VER,Red Bull Racing,Bahrain Grand Prix,89.318,2.0,88.355,2.0,88.355,87.678
0,2020,ALB,Red Bull Racing,Bahrain Grand Prix,90.014,2.0,89.018,2.0,89.018,88.274
0,2020,PER,Racing Point,Bahrain Grand Prix,89.403,2.0,89.672,2.0,89.672,88.322
0,2020,RIC,Renault,Bahrain Grand Prix,89.462,3.0,89.684,2.0,89.684,88.417
0,2020,OCO,Renault,Bahrain Grand Prix,90.085,3.0,89.691,2.0,89.691,88.419
0,2020,GAS,AlphaTauri,Bahrain Grand Prix,89.551,2.0,89.472,2.0,89.472,88.448
0,2020,NOR,McLaren,Bahrain Grand Prix,89.841,2.0,89.567,2.0,89.567,88.542
0,2020,KVY,AlphaTauri,Bahrain Grand Prix,89.9,2.0,89.585,2.0,89.585,88.618
0,2020,VET,Ferrari,Bahrain Grand Prix,90.11,2.0,89.859,2.0,89.859,89.149
0,2020,LEC,Ferrari,Bahrain Grand Prix,90.407,2.0,90.183,2.0,90.183,89.165
0,2020,STR,Racing Point,Bahrain Grand Prix,89.871,2.0,89.66,2.0,89.66,89.557
0,2020,RUS,Williams,Bahrain Grand Prix,91.636,4.0,90.559,2.0,90.559,91.218
0,2020,SAI,McLaren,Bahrain Grand Prix,90.271,2.0,89.455,2.0,89.455,88.975
0,2020,GIO,Alfa Romeo Racing,Bahrain Grand Prix,90.627,2.0,89.97,2.0,89.97,89.491
0,2020,RAI,Alfa Romeo Racing,Bahrain Grand Prix,90.928,2.0,90.823,2.0,90.823,89.81
0,2020,MAG,Haas F1 Team,Bahrain Grand Prix,90.849,2.0,90.759,4.0,90.759,90.111
0,2020,GRO,Haas F1 Team,Bahrain Grand Prix,91.119,2.0,90.652,2.0,90.652,90.138
0,2020,LAT,Williams,Bahrain Grand Prix,90.973,2.0,90.917,2.0,90.917,90.182
0,2020,BOT,Mercedes,Sakhir Grand Prix,55.321,6.0,54.27,2.0,54.27,53.377
0,2020,RUS,Mercedes,Sakhir Grand Prix,54.713,2.0,54.664,2.0,54.664,53.403
0,2020,VER,Red Bull Racing,Sakhir Grand Prix,54.841,7.0,54.064,2.0,54.064,53.433
0,2020,PER,Racing Point,Sakhir Grand Prix,54.866,2.0,54.678,2.0,54.678,53.79
0,2020,KVY,AlphaTauri,Sakhir Grand Prix,55.068,5.0,54.85,6.0,54.85,53.906
0,2020,RIC,Renault,Sakhir Grand Prix,55.124,2.0,54.857,5.0,54.857,53.957
0,2020,SAI,McLaren,Sakhir Grand Prix,55.258,2.0,54.72,3.0,54.72,54.01
0,2020,GAS,AlphaTauri,Sakhir Grand Prix,55.133,5.0,54.427,2.0,54.427,54.154
0,2020,STR,Racing Point,Sakhir Grand Prix,55.104,2.0,54.693,2.0,54.693,54.2
0,2020,OCO,Renault,Sakhir Grand Prix,54.94,2.0,54.453,2.0,54.453,53.995
0,2020,ALB,Red Bull Racing,Sakhir Grand Prix,55.036,2.0,54.629,2.0,54.629,54.026
0,2020,VET,Ferrari,Sakhir Grand Prix,55.83,10.0,54.858,2.0,54.858,54.175
0,2020,GIO,Alfa Romeo Racing,Sakhir Grand Prix,55.533,4.0,54.845,2.0,54.845,54.377
0,2020,NOR,McLaren,Sakhir Grand Prix,56.031,2.0,54.606,2.0,54.606,54.693
0,2020,MAG,Haas F1 Team,Sakhir Grand Prix,55.738,4.0,55.347,2.0,55.347,54.705
0,2020,LAT,Williams,Sakhir Grand Prix,55.784,5.0,55.493,2.0,55.493,54.796
0,2020,AIT,Williams,Sakhir Grand Prix,56.26,2.0,55.67,2.0,55.67,54.892
0,2020,RAI,Alfa Romeo Racing,Sakhir Grand Prix,55.484,2.0,55.171,2.0,55.171,54.963
